,Season,PlayerID,Contract_Type,Value
571,2020-21,1628395.0,Not With Team,580062.0
572,2020-21,,Guaranteed,12073020.0
573,2021-22,,Guaranteed,13038862.0
574,2022-23,,Non-Guaranteed,14004703.0
575,2021-22,1628961.0,Qualifying Offer,1729217.0
576,2020-21,1628398.0,Guaranteed,3562178.0
577,2021-22,1628398.0,Guaranteed,13000000.0
578,2022-23,1628398.0,Guaranteed,13000000.0
579,2023-24,1628398.0,Player Option,13000000.0
580,2020-21,2544.0,Guaranteed,39219566.0
581,2021-22,2544.0,Guaranteed,41180544.0
582,2022-23,2544.0,Guaranteed,44474988.0
583,2020-21,2736.0,Not With Team,5000000.0
584,2021-22,2736.0,Not With Team,5000000.0
585,2020-21,201188.0,Guaranteed,2564753.0
586,2021-22,201188.0,Guaranteed,2692991.0
587,2020-21,202693.0,Guaranteed,1620564.0
588,2020-21,1626149.0,Guaranteed,9258000.0
589,2021-22,1626149.0,Player Option,9720900.0
590,2020-21,1626188.0,Not With Team,1000000.0
591,2020-21,,Not With Team,797183.0
592,2020-21,,Guaranteed,1517981.0
593,2021-22,,Qualifying Offer,1897476.0
594,2020-21,202083.0,Guaranteed,3623000.0
595,2020-21,1629634.0,Guaranteed,2602920.0
596,2021-22,1629634.0,Guaranteed,2726880.0
597,2022-23,1629634.0,Team Option,4343920.0
598,2023-24,1629634.0,Qualifying Offer,6259589.0
599,2020-21,1626177.0,Not With Team,459414.0
600,2020-21,1629001.0,Guaranteed,9571712.0
601,2021-22,1629001.0,Guaranteed,8805976.0
602,2022-23,1629001.0,Guaranteed,8250000.0
603,2023-24,1629001.0,Non-Guaranteed,8000000.0
604,2020-21,,Guaranteed,1936440.0
605,2021-22,,Guaranteed,2033160.0
606,2022-23,,Team Option,2130240.0
607,2023-24,,Team Option,3845083.0
608,2024-25,,Qualifying Offer,5767625.0
609,2020-21,1628415.0,Guaranteed,11400000.0
610,2021-22,1628415.0,Guaranteed,12200000.0
611,2022-23,1628415.0,Guaranteed,11400000.0
612,2020-21,203079.0,Not With Team,12650000.0
613,2020-21,203476.0,Not With Team,16587688.0
614,2020-21,1628960.0,Guaranteed,2545320.0
615,2021-22,1628960.0,Guaranteed,4054695.0
616,2022-23,1628960.0,Qualifying Offer,5842815.0
617,2020-21,1629630.0,Guaranteed,9166800.0
618,2021-22,1629630.0,Guaranteed,9603360.0
619,2022-23,1629630.0,Team Option,12119440.0
620,2023-24,1629630.0,Qualifying Offer,15815869.0
621,2020-21,,Guaranteed,7257360.0
622,2021-22,,Guaranteed,9180560.0
623,2022-23,,Qualifying Offer,12109159.0
624,2020-21,1629723.0,Guaranteed,2100000.0
625,2021-22,1629723.0,Guaranteed,2200000.0
626,2022-23,1629723.0,Non-Guaranteed,2300000.0
627,2023-24,1629723.0,Non-Guaranteed,2400000.0
628,2020-21,202685.0,Guaranteed,15000000.0
629,2021-22,202685.0,Guaranteed,14000000.0
630,2020-21,,Guaranteed,1900000.0
631,2021-22,,Non-Guaranteed,1950000.0
632,2022-23,,Non-Guaranteed,2000000.0
633,2020-21,1626159.0,Guaranteed,13000000.0
634,2021-22,1626159.0,Team Option,13000000.0
635,2020-21,203937.0,Guaranteed,9505100.0
636,2021-22,203937.0,Guaranteed,9937150.0
637,2020-21,1626209.0,Not With Team,1977011.0
638,2020-21,1629741.0,Not With Team,2750000.0
639,2020-21,204025.0,Not With Team,110998.0
640,2020-21,1626145.0,Guaranteed,8817143.0
641,2021-22,1626145.0,Guaranteed,8376286.0
642,2020-21,,Guaranteed,1300000.0
643,2021-22,,Guaranteed,1517981.0
644,2022-23,,Guaranteed,1782621.0
645,2023-24,,Team Option,1930681.0
646,2020-21,1627773.0,Not With Team,350087.0
647,2020-21,2738.0,Guaranteed,15000000.0
648,2021-22,2738.0,Team Option,15000000.0
649,2020-21,1628389.0,Guaranteed,5115492.0
650,2021-22,1628389.0,Guaranteed,28103500.0
651,2022-23,1628389.0,Guaranteed,30351780.0
652,2023-24,1628389.0,Guaranteed,32600060.0
653,2024-25,1628389.0,Guaranteed,34848340.0
654,2020-21,1629130.0,Guaranteed,1663861.0
655,2021-22,1629130.0,Qualifying Offer,4736102.0
656,2021-22,1629216.0,Qualifying Offer,1669178.0
657,2020-21,201609.0,Guaranteed,18000000.0
658,2021-22,201609.0,Team Option,19440000.0
659,2020-21,202710.0,Guaranteed,34379100.0
660,2021-22,202710.0,Guaranteed,36016200.0
661,2022-23,202710.0,Player Option,37653300.0
662,2020-21,1629134.0,Guaranteed,1663861.0
663,2021-22,1629134.0,Qualifying Offer,4736102.0
664,2020-21,1629644.0,Guaranteed,1517981.0
665,2021-22,1629644.0,Guaranteed,1782621.0
666,2022-23,1629644.0,Qualifying Offer,2228276.0
667,2020-21,202357.0,Guaranteed,7150000.0
668,2020-21,,Guaranteed,2582160.0
669,2021-22,,Guaranteed,2711280.0
670,2022-23,,Team Option,2840160.0
671,2023-24,,Team Option,4379527.0
672,2024-25,,Qualifying Offer,6275862.0
673,2020-21,201583.0,Not With Team,5214583.0
674,2021-22,201583.0,Not With Team,5214583.0
675,2020-21,2772.0,Guaranteed,12800000.0
676,2020-21,1629639.0,Guaranteed,3822240.0
677,2021-22,1629639.0,Guaranteed,4004280.0
678,2022-23,1629639.0,Team Option,5722116.0
679,2023-24,1629639.0,Qualifying Offer,7913686.0
680,2020-21,2617.0,Guaranteed,1620564.0
681,2020-21,203506.0,Guaranteed,21000000.0
682,2020-21,1626171.0,Guaranteed,3623000.0
683,2021-22,1626171.0,Player Option,3804150.0
684,2020-21,201572.0,Guaranteed,12697675.0
685,2021-22,201572.0,Guaranteed,13302325.0
686,2022-23,201572.0,Guaranteed,13906976.0
687,2020-21,1627854.0,Guaranteed,2337145.0
688,2021-22,1627854.0,Player Option,2454002.0
689,2020-21,,Guaranteed,3044160.0
690,2021-22,,Guaranteed,4675830.0
691,2022-23,,Qualifying Offer,6602272.0
692,2020-21,203507.0,Guaranteed,27528088.0
693,2021-22,203507.0,Guaranteed,39344900.0
694,2022-23,203507.0,Guaranteed,42492492.0
695,2023-24,203507.0,Guaranteed,45640676.0
696,2024-25,203507.0,Guaranteed,48787676.0
697,2020-21,201952.0,Guaranteed,510589.0
698,2020-21,202720.0,Not With Team,3169348.0
699,2021-22,202720.0,Not With Team,3169347.0
700,2020-21,,Guaranteed,898310.0
701,2021-22,,Non-Guaranteed,1517981.0
702,2022-23,,Qualifying Offer,1919247.0
703,2020-21,201950.0,Guaranteed,25876111.0
704,2021-22,201950.0,Guaranteed,31051333.0
705,2022-23,201950.0,Guaranteed,33535440.0
706,2023-24,201950.0,Guaranteed,36019547.0
707,2024-25,201950.0,Player Option,38503654.0
708,2020-21,203114.0,Guaranteed,33051724.0
709,2021-22,203114.0,Guaranteed,35500000.0
710,2022-23,203114.0,Guaranteed,37948276.0
711,2023-24,203114.0,Player Option,40396552.0
712,2020-21,202336.0,Not With Team,1865546.0
713,2021-22,202336.0,Not With Team,1865547.0
714,2020-21,1626192.0,Guaranteed,4938273.0
715,2021-22,1626192.0,Guaranteed,5333334.0
716,2022-23,1626192.0,Player Option,5728393.0
717,2020-21,,Guaranteed,7969537.0
718,2020-21,1629066.0,Guaranteed,1780152.0
719,2021-22,1629066.0,Team Option,1861068.0
720,2020-21,,Guaranteed,898310.0
721,2021-22,,Non-Guaranteed,1517981.0
722,2022-23,,Qualifying Offer,1919247.0
723,2020-21,203648.0,Guaranteed,1701593.0
724,2021-22,203648.0,Qualifying Offer,2126991.0
725,2020-21,,Guaranteed,9757440.0
726,2021-22,,Guaranteed,10245480.0
727,2022-23,,Team Option,10733400.0
728,2023-24,,Team Option,13534817.0
729,2024-25,,Qualifying Offer,17595262.0
730,2020-21,202332.0,Not With Team,685340.0
731,2020-21,1626156.0,Guaranteed,28649250.0
732,2021-22,1626156.0,Guaranteed,30013500.0
733,2022-23,1626156.0,Guaranteed,31377750.0
734,2020-21,202334.0,Guaranteed,5005350.0
735,2020-21,,Guaranteed,1964760.0
736,2021-22,,Guaranteed,2063280.0
737,2022-23,,Team Option,2161440.0
738,2023-24,,Team Option,3901399.0
739,2024-25,,Qualifying Offer,5813085.0
740,2020-21,1627774.0,Guaranteed,3761085.0
741,2021-22,1627774.0,Guaranteed,3940184.0
742,2020-21,1629020.0,Guaranteed,1663861.0
743,2021-22,1629020.0,Qualifying Offer,2079826.0
744,2020-21,1629633.0,Guaranteed,6104280.0
745,2021-22,1629633.0,Guaranteed,6395160.0
746,2022-23,1629633.0,Team Option,8109063.0
747,2023-24,1629633.0,Qualifying Offer,10817490.0
748,2020-21,1629669.0,Guaranteed,1517981.0
749,2021-22,1629669.0,Non-Guaranteed,1782621.0
750,2022-23,1629669.0,Team Option,1930681.0
751,2021-22,1629162.0,Qualifying Offer,1669178.0
752,2020-21,1629006.0,Guaranteed,2651040.0
753,2021-22,1629006.0,Guaranteed,4087904.0
754,2022-23,1629006.0,Qualifying Offer,5857966.0
755,2020-21,1627823.0,Guaranteed,6493000.0
756,2021-22,1627823.0,Guaranteed,7012440.0
757,2022-23,1627823.0,Non-Guaranteed,7531880.0
758,2020-21,,Guaranteed,29467800.0
759,2021-22,,Guaranteed,31650600.0
760,2022-23,,Guaranteed,33833400.0
761,2023-24,,Guaranteed,36016200.0
762,2020-21,1627736.0,Guaranteed,13425895.0
763,2021-22,1627736.0,Guaranteed,14491964.0
764,2022-23,1627736.0,Guaranteed,15558035.0
765,2023-24,1627736.0,Team Option,16524106.0
766,2020-21,1629675.0,Guaranteed,1517981.0
767,2021-22,1629675.0,Non-Guaranteed,1782621.0
768,2022-23,1629675.0,Team Option,1930681.0
769,2020-21,201937.0,Guaranteed,17000000.0
770,2021-22,201937.0,Guaranteed,17800000.0
771,2020-21,1627742.0,Guaranteed,27285000.0
772,2021-22,1627742.0,Guaranteed,29467800.0
773,2022-23,1627742.0,Guaranteed,31650600.0
774,2023-24,1627742.0,Guaranteed,33833400.0
775,2024-25,1627742.0,Guaranteed,36016200.0
776,2020-21,202339.0,Guaranteed,16875000.0
777,2021-22,202339.0,Guaranteed,18125000.0
778,2022-23,202339.0,Non-Guaranteed,19375000.0
779,2020-21,202738.0,Not With Team,110998.0
780,2020-21,201949.0,Guaranteed,16047100.0
781,2020-21,1629637.0,Guaranteed,5105160.0
782,2021-22,1629637.0,Guaranteed,5348280.0
783,2022-23,1629637.0,Team Option,6803012.0
784,2023-24,1629637.0,Qualifying Offer,9170460.0
785,2020-21,1628404.0,Guaranteed,3491159.0
786,2021-22,1628404.0,Qualifying Offer,5236739.0
787,2020-21,,Guaranteed,3640200.0
788,2021-22,,Guaranteed,3822240.0
789,2022-23,,Team Option,4004280.0
790,2023-24,,Team Option,5722116.0
791,2024-25,,Qualifying Offer,7913686.0
792,2020-21,1628366.0,Guaranteed,11003782.0
793,2021-22,1628366.0,Qualifying Offer,14359936.0
794,2020-21,,Guaranteed,3113160.0
795,2021-22,,Guaranteed,3261480.0
796,2022-23,,Team Option,5009633.0
797,2023-24,,Qualifying Offer,7073602.0
798,2020-21,1628414.0,Not With Team,721484.0
799,2020-21,,Not With Team,110998.0
800,2020-21,203500.0,Guaranteed,29592695.0
801,2021-22,203500.0,Guaranteed,17073171.0
802,2022-23,203500.0,Guaranteed,17926829.0
803,2020-21,1629117.0,Guaranteed,1620564.0
804,2021-22,1629117.0,Non-Guaranteed,1762796.0
805,2020-21,,Guaranteed,1678854.0
806,2021-22,,Guaranteed,1824003.0
807,2020-21,1626195.0,Guaranteed,1620564.0
808,2020-21,1629627.0,Guaranteed,10245480.0
809,2021-22,1629627.0,Guaranteed,10733400.0
810,2022-23,1629627.0,Team Option,13534817.0
811,2023-24,1629627.0,Qualifying Offer,17595262.0
812,2020-21,202692.0,Guaranteed,6000000.0
813,2020-21,,Not With Team,25000.0
814,2020-21,201565.0,Guaranteed,7682926.0
815,2020-21,203901.0,Guaranteed,4767000.0
816,2020-21,1628373.0,Guaranteed,6176578.0
817,2021-22,1628373.0,Qualifying Offer,8326027.0
818,2020-21,,Guaranteed,2105520.0
819,2021-22,,Guaranteed,2210640.0
820,2022-23,,Team Option,2316240.0
821,2023-24,,Team Option,4171548.0
822,2024-25,,Qualifying Offer,6128004.0
823,2020-21,1628980.0,Not With Team,2017320.0
824,2021-22,1629607.0,Qualifying Offer,1669178.0
825,2020-21,201149.0,Not With Team,6431667.0
826,2021-22,201149.0,Not With Team,6431667.0
827,2020-21,203089.0,Guaranteed,110998.0
828,2020-21,203944.0,Guaranteed,18900000.0
829,2021-22,203944.0,Non-Guaranteed,19800000.0
830,2020-21,,Guaranteed,4588680.0
831,2021-22,,Guaranteed,5845978.0
832,2022-23,,Qualifying Offer,7921300.0
833,2020-21,1629011.0,Guaranteed,1663861.0
834,2021-22,1629011.0,Team Option,1802057.0
835,2020-21,203457.0,Guaranteed,5000000.0
836,2020-21,203658.0,Guaranteed,99020.0
837,2020-21,,Guaranteed,4862040.0
838,2021-22,,Guaranteed,5105160.0
839,2022-23,,Team Option,5348280.0
840,2023-24,,Team Option,6803012.0
841,2024-25,,Qualifying Offer,9170460.0
842,2020-21,1629016.0,Not With Team,1988280.0
843,2020-21,203493.0,Guaranteed,4200000.0
844,2020-21,1629628.0,Guaranteed,8231760.0
845,2021-22,1629628.0,Guaranteed,8623920.0
846,2022-23,1629628.0,Team Option,10900635.0
847,2023-24,1629628.0,Qualifying Offer,14301633.0
848,2020-21,201959.0,Guaranteed,1442968.0
849,2020-21,1628390.0,Not With Team,3944013.0
850,2020-21,,Not With Team,25000.0
851,2020-21,1629738.0,Not With Team,2619207.0
852,2020-21,201961.0,Not With Team,1000000.0
853,2020-21,1629678.0,Guaranteed,1517981.0
854,2021-22,1629678.0,Not With Team,300000.0
855,2020-21,201143.0,Guaranteed,27500000.0
856,2021-22,201143.0,Guaranteed,27000000.0
857,2022-23,201143.0,Non-Guaranteed,26500000.0
858,2020-21,,Guaranteed,2964840.0
859,2021-22,,Guaranteed,3113160.0
860,2022-23,,Team Option,3261480.0
861,2023-24,,Team Option,5009633.0
862,2024-25,,Qualifying Offer,7073602.0
863,2020-21,203085.0,Not With Team,3500000.0
864,2020-21,1629647.0,Guaranteed,2399160.0
865,2021-22,1629647.0,Guaranteed,2513040.0
866,2022-23,1629647.0,Team Option,4264629.0
867,2023-24,1629647.0,Qualifying Offer,6205035.0
868,2020-21,203121.0,Guaranteed,7000000.0
869,2020-21,1628402.0,Not With Team,250000.0
870,2020-21,1629676.0,Guaranteed,1517981.0
871,2021-22,1629676.0,Non-Guaranteed,1782621.0
872,2022-23,1629676.0,Team Option,1930681.0
873,2020-21,1627982.0,Not With Team,1620564.0
874,2020-21,1628382.0,Not With Team,5029650.0
875,2020-21,1629620.0,Guaranteed,99020.0
876,2020-21,1629026.0,Guaranteed,2000000.0
877,2021-22,1629026.0,Guaranteed,2000000.0
878,2022-23,1629026.0,Non-Guaranteed,2000000.0
879,2020-21,202713.0,Not With Team,999200.0
880,2021-22,202713.0,Not With Team,999200.0
881,2022-23,202713.0,Not With Team,999200.0
882,2020-21,1629652.0,Guaranteed,1517981.0
883,2021-22,1629652.0,Non-Guaranteed,1782621.0
884,2022-23,1629652.0,Team Option,1930681.0
885,2020-21,203086.0,Not With Team,9400000.0
886,2020-21,203488.0,Guaranteed,2283034.0
887,2020-21,1629650.0,Guaranteed,1250000.0
888,2021-22,1629650.0,Non-Guaranteed,1701593.0
889,2022-23,1629650.0,Non-Guaranteed,1846738.0
890,2023-24,1629650.0,Team Option,1997718.0
891,2020-21,202335.0,Not With Team,737067.0
892,2021-22,202335.0,Not With Team,737066.0
893,2020-21,,Guaranteed,4141320.0
894,2021-22,,Guaranteed,5495532.0
895,2022-23,,Qualifying Offer,7523383.0
896,2020-21,1629004.0,Guaranteed,1663861.0
897,2021-22,1629004.0,Qualifying Offer,2079826.0
898,2020-21,,Guaranteed,2000000.0
899,2021-22,,Guaranteed,2000000.0
900,2022-23,,Non-Guaranteed,1900000.0
901,2023-24,,Non-Guaranteed,1930681.0
902,2020-21,,Not With Team,4326825.0
903,2020-21,1628396.0,Guaranteed,3542060.0
904,2021-22,1628396.0,Qualifying Offer,5277669.0
905,2020-21,1629660.0,Guaranteed,2303040.0
906,2021-22,1629660.0,Guaranteed,2412840.0
907,2022-23,1629660.0,Team Option,4220057.0
908,2023-24,1629660.0,Qualifying Offer,6169723.0
909,2020-21,1629597.0,Not With Team,1445697.0
910,2021-22,1626184.0,Qualifying Offer,1789256.0
911,2020-21,,Guaranteed,3121080.0
912,2021-22,,Guaranteed,3277080.0
913,2022-23,,Team Option,3433320.0
914,2023-24,,Team Option,5266713.0
915,2024-25,,Qualifying Offer,7399732.0
916,2020-21,,Guaranteed,3285120.0
917,2021-22,,Guaranteed,3449400.0
918,2022-23,,Team Option,3613680.0
919,2023-24,,Team Option,5539771.0
920,2024-25,,Qualifying Offer,7744600.0
921,2020-21,,Guaranteed,61528.0
922,2020-21,1628407.0,Guaranteed,1678854.0
923,2021-22,1628407.0,Non-Guaranteed,1824003.0
924,2020-21,203914.0,Guaranteed,19160714.0
925,2021-22,203914.0,Guaranteed,20482143.0
926,2020-21,,Guaranteed,3300000.0
927,2020-21,201952.0,Not With Team,1620564.0
928,2020-21,1628371.0,Guaranteed,7362566.0
929,2021-22,1628371.0,Guaranteed,17400000.0
930,2022-23,1628371.0,Guaranteed,17400000.0
931,2023-24,1628371.0,Guaranteed,17400000.0
932,2024-25,1628371.0,Guaranteed,17400000.0
933,2020-21,203920.0,Guaranteed,3000000.0
934,2020-21,1628365.0,Guaranteed,12288697.0
935,2021-22,1628365.0,Guaranteed,16500000.0
936,2022-23,1628365.0,Guaranteed,16500000.0
937,2023-24,1628365.0,Non-Guaranteed,17000000.0
938,2020-21,,Guaranteed,3300000.0
939,2021-22,,Guaranteed,3300000.0
940,2020-21,1628964.0,Guaranteed,5969040.0
941,2021-22,1628964.0,Guaranteed,7568743.0
942,2022-23,1628964.0,Team Option,10096703.0
943,2020-21,,Guaranteed,28489239.0
944,2020-21,,Guaranteed,2193480.0
945,2021-22,,Guaranteed,2303040.0
946,2022-23,,Team Option,2412840.0
947,2023-24,,Team Option,4220057.0
948,2024-25,,Qualifying Offer,6169723.0
949,2020-21,203082.0,Guaranteed,13500000.0
950,2021-22,203082.0,Guaranteed,12500000.0
951,2022-23,203082.0,Guaranteed,11500000.0
952,2020-21,,Guaranteed,5448840.0
953,2021-22,,Guaranteed,6920027.0
954,2022-23,,Qualifying Offer,9279756.0
955,2020-21,1627732.0,Guaranteed,30559200.0
956,2021-22,1627732.0,Guaranteed,33003936.0
957,2022-23,1627732.0,Guaranteed,35448672.0
958,2023-24,1627732.0,Guaranteed,37893408.0
959,2024-25,1627732.0,Guaranteed,40338144.0
960,2020-21,201980.0,Guaranteed,15365853.0
961,2020-21,2730.0,Guaranteed,1620564.0
962,2020-21,1627788.0,Guaranteed,1762796.0
963,2020-21,201588.0,Guaranteed,9590602.0
964,2021-22,201588.0,Non-Guaranteed,10047297.0
965,2020-21,,Guaranteed,1517981.0
966,2021-22,,Team Option,1782621.0
967,2022-23,,Qualifying Offer,2228276.0
968,2020-21,,Guaranteed,898310.0
969,2021-22,,Guaranteed,1517981.0
970,2022-23,,Non-Guaranteed,1782621.0
971,2023-24,,Qualifying Offer,2228276.0
972,2020-21,203954.0,Guaranteed,29542010.0
973,2021-22,203954.0,Guaranteed,31579390.0
974,2022-23,203954.0,Guaranteed,33616770.0
975,2020-21,1626147.0,Not With Team,125000.0
976,2020-21,1629680.0,Guaranteed,2711280.0
977,2021-22,1629680.0,Guaranteed,2840160.0
978,2022-23,1629680.0,Team Option,4379527.0
979,2023-24,1629680.0,Qualifying Offer,6275862.0
980,2020-21,203118.0,Guaranteed,5005350.0
981,2020-21,,Guaranteed,609128.0
982,2021-22,,Guaranteed,1517981.0
983,2022-23,,Non-Guaranteed,1782621.0
984,2023-24,,Qualifying Offer,2228276.0
985,2020-21,203552.0,Guaranteed,7834449.0
986,2021-22,203552.0,Guaranteed,8207518.0
987,2022-23,203552.0,Guaranteed,8496653.0
988,2020-21,1629003.0,Guaranteed,1701593.0
989,2021-22,1629003.0,Guaranteed,1846738.0
990,2022-23,1629003.0,Team Option,1997718.0
991,2020-21,202699.0,Guaranteed,34358850.0
992,2021-22,202699.0,Guaranteed,35995950.0
993,2022-23,202699.0,Guaranteed,37633050.0
994,2023-24,202699.0,Guaranteed,39270150.0
995,2020-21,,Guaranteed,2478840.0
996,2021-22,,Guaranteed,2602920.0
997,2022-23,,Team Option,2726880.0
998,2023-24,,Team Option,4343920.0
999,2024-25,,Qualifying Offer,6259589.0
1000,2020-21,1627846.0,Guaranteed,1752950.0
1001,2020-21,1629661.0,Guaranteed,4235160.0
1002,2021-22,1629661.0,Guaranteed,4437000.0
1003,2022-23,1629661.0,Team Option,5887899.0
1004,2023-24,1629661.0,Qualifying Offer,8060534.0
1005,2020-21,1626166.0,Guaranteed,1977011.0
1006,2020-21,101108.0,Guaranteed,41358814.0
1007,2021-22,101108.0,Player Option,44211146.0
1008,2020-21,1627745.0,Not With Team,785285.0
1009,2020-21,203967.0,Guaranteed,9250000.0
1010,2021-22,203967.0,Guaranteed,8510000.0
1011,2022-23,203967.0,Guaranteed,9240000.0
1012,2020-21,1629028.0,Guaranteed,10018200.0
1013,2021-22,1629028.0,Guaranteed,12632950.0
1014,2022-23,1629028.0,Qualifying Offer,16422835.0
1015,2020-21,1626164.0,Guaranteed,29467800.0
1016,2021-22,1626164.0,Guaranteed,31650600.0
1017,2022-23,1626164.0,Guaranteed,33833400.0
1018,2023-24,1626164.0,Guaranteed,36016200.0
1019,2020-21,202734.0,Guaranteed,1620564.0
1020,2020-21,1626163.0,Guaranteed,1620564.0
1021,2020-21,203109.0,Guaranteed,9258000.0
1022,2021-22,203109.0,Guaranteed,9720900.0
1023,2022-23,203109.0,Guaranteed,10183800.0
1024,2020-21,,Guaranteed,4245720.0
1025,2021-22,,Guaranteed,4458000.0
1026,2022-23,,Team Option,4670160.0
1027,2023-24,,Team Option,5954454.0
1028,2024-25,,Qualifying Offer,8109966.0
1029,2020-21,1628975.0,Guaranteed,3925000.0
1030,2021-22,1628975.0,Guaranteed,3650000.0
1031,2022-23,1628975.0,Guaranteed,3925000.0
1032,2020-21,204038.0,Guaranteed,1620564.0
1033,2020-21,1628969.0,Guaranteed,4359000.0
1034,2021-22,1628969.0,Guaranteed,5557725.0
1035,2022-23,1628969.0,Qualifying Offer,7569621.0
1036,2020-21,1628470.0,Guaranteed,1620564.0
1037,2020-21,2760.0,Not With Team,1913345.0
1038,2020-21,203094.0,Not With Team,2844430.0
1039,2021-22,203094.0,Not With Team,2844429.0
1040,2022-23,203094.0,Not With Team,2844429.0
1041,2023-24,203094.0,Not With Team,2844429.0
1042,2020-21,1629014.0,Guaranteed,2252040.0
1043,2021-22,1629014.0,Guaranteed,3938818.0
1044,2022-23,1629014.0,Qualifying Offer,5758552.0
1045,2020-21,2546.0,Guaranteed,1620564.0
1046,2020-21,,Guaranteed,898310.0
1047,2021-22,,Guaranteed,1517981.0
1048,2022-23,,Qualifying Offer,1919247.0
1049,2020-21,203468.0,Guaranteed,29354152.0
1050,2021-22,203468.0,Guaranteed,30864198.0
1051,2022-23,203468.0,Guaranteed,33333333.0
1052,2023-24,203468.0,Guaranteed,35802469.0
1053,2020-21,203081.0,Guaranteed,31626953.0
1054,2021-22,203081.0,Guaranteed,39344900.0
1055,2022-23,203081.0,Guaranteed,42492492.0
1056,2023-24,203081.0,Guaranteed,45640084.0
1057,2024-25,203081.0,Player Option,48787676.0
1058,2020-21,,Guaranteed,9258000.0
1059,2021-22,,Player Option,9720900.0
1060,2020-21,202683.0,Guaranteed,5005350.0
1061,2020-21,,Guaranteed,1620564.0
1062,2020-21,203994.0,Guaranteed,12888889.0
1063,2021-22,203994.0,Non-Guaranteed,12000000.0
1064,2020-21,1629642.0,Guaranteed,2210640.0
1065,2021-22,1629642.0,Guaranteed,2316240.0
1066,2022-23,1629642.0,Team Option,4171548.0
1067,2023-24,1629642.0,Qualifying Offer,6128004.0
1068,2020-21,1626181.0,Guaranteed,10865952.0
1069,2021-22,1626181.0,Player Option,11615328.0
1070,2020-21,203496.0,Guaranteed,12138345.0
1071,2021-22,203496.0,Guaranteed,12975471.0
1072,2020-21,1628380.0,Guaranteed,5406255.0
1073,2021-22,1628380.0,Qualifying Offer,7363319.0
1074,2020-21,1627741.0,Guaranteed,24701834.0
1075,2021-22,1627741.0,Guaranteed,22768890.0
1076,2022-23,1627741.0,Guaranteed,20835947.0
1077,2023-24,1627741.0,Guaranteed,18903003.0
1078,2020-21,1629002.0,Not With Team,50000.0
1079,2020-21,1629735.0,Guaranteed,1517981.0
1080,2021-22,1629735.0,Non-Guaranteed,1782621.0
1081,2022-23,1629735.0,Qualifying Offer,2228276.0
1082,2020-21,1628368.0,Guaranteed,8099627.0
1083,2021-22,1628368.0,Guaranteed,28103500.0
1084,2022-23,1628368.0,Guaranteed,30351780.0
1085,2023-24,1628368.0,Guaranteed,32600060.0
1086,2024-25,1628368.0,Guaranteed,34848340.0
1087,2020-21,1626153.0,Guaranteed,9000000.0
1088,2021-22,1626153.0,Guaranteed,8526316.0
1089,2020-21,203922.0,Not With Team,930930.0
1090,2020-21,203084.0,Guaranteed,22215909.0
1091,2021-22,203084.0,Guaranteed,20284091.0
1092,2022-23,203084.0,Guaranteed,18352273.0
1093,2020-21,202355.0,Guaranteed,1620564.0
1094,2020-21,203953.0,Not With Team,6500000.0
1095,2020-21,,Guaranteed,1000000.0
1096,2021-22,,Guaranteed,1517981.0
1097,2022-23,,Non-Guaranteed,1782621.0
1098,2023-24,,Qualifying Offer,2228276.0
1099,2020-21,1629713.0,Guaranteed,1517981.0
1100,2021-22,1629713.0,Non-Guaranteed,1782621.0
1101,2022-23,1629713.0,Qualifying Offer,2228276.0
1102,2020-21,1628963.0,Guaranteed,8963640.0
1103,2021-22,1628963.0,Guaranteed,11312114.0
1104,2022-23,1628963.0,Qualifying Offer,14762309.0
1105,2020-21,203090.0,Guaranteed,3623000.0
1106,2020-21,1629662.0,Not With Team,2075880.0
1107,2020-21,203658.0,Not With Team,99020.0
1108,2020-21,1626158.0,Guaranteed,5005350.0
1109,2020-21,,Guaranteed,1500000.0
1110,2021-22,,Guaranteed,1517981.0
1111,2022-23,,Non-Guaranteed,1782621.0
1112,2023-24,,Team Option,1930631.0
1113,2020-21,1629056.0,Guaranteed,1517981.0
1114,2021-22,1629056.0,Qualifying Offer,1897476.0
1115,2020-21,,Guaranteed,3831840.0
1116,2021-22,,Guaranteed,4023600.0
1117,2022-23,,Team Option,4215120.0
1118,2023-24,,Team Option,5808435.0
1119,2024-25,,Qualifying Offer,7992407.0
1120,2020-21,1629244.0,Not With Team,110998.0
1121,2020-21,1627749.0,Guaranteed,14286000.0
1122,2021-22,1627749.0,Guaranteed,15428880.0
1123,2022-23,1627749.0,Guaranteed,16571120.0
1124,2023-24,1627749.0,Guaranteed,17714000.0
1125,2020-21,201942.0,Guaranteed,27739975.0
1126,2020-21,201960.0,Not With Team,6119676.0
1127,2021-22,201960.0,Not With Team,1242340.0
1128,2020-21,1628401.0,Guaranteed,3516284.0
1129,2021-22,1628401.0,Guaranteed,15678571.0
1130,2022-23,1628401.0,Guaranteed,16892857.0
1131,2023-24,1628401.0,Guaranteed,18107143.0
1132,2024-25,1628401.0,Guaranteed,19321429.0
1133,2020-21,,Guaranteed,4033440.0
1134,2021-22,,Guaranteed,4235160.0
1135,2022-23,,Team Option,4437000.0
1136,2023-24,,Team Option,5887899.0
1137,2024-25,,Qualifying Offer,8060534.0
1138,2020-21,1629234.0,Guaranteed,1620564.0
